UTC,S31 Heat demand (%),S32 Heat demand (%),S41 Heat demand (%),Outside temp (0.1 °C),Building Semtex OFFICE (kWh)
2022-02-05 13:00:00,,,,76.00,
2022-02-05 14:00:00,,,,75.00,
2022-02-05 15:00:00,,,,69.00,
2022-02-05 16:00:00,,,,69.00,
2022-02-05 17:00:00,,,,73.00,
2022-02-05 18:00:00,,,,73.00,
2022-02-05 19:00:00,,,,76.00,
2022-02-05 20:00:00,,,,78.00,
2022-02-05 21:00:00,,,,79.00,
2022-02-05 22:00:00,,,,68.00,
2022-02-05 23:00:00,,,,75.00,
2022-02-06 00:00:00,,,,77.00,
2022-02-06 01:00:00,,,,73.00,
2022-02-06 02:00:00,,,,73.00,
2022-02-06 03:00:00,,,,71.00,
2022-02-06 04:00:00,,,,73.00,
2022-02-06 05:00:00,,,,73.00,
2022-02-06 06:00:00,,,,75.00,
2022-02-06 07:00:00,,,,77.00,
2022-02-06 08:00:00,,,,81.00,
2022-02-06 09:00:00,,,,81.00,
2022-02-06 10:00:00,,,,82.00,
2022-02-06 11:00:00,,,,87.00,
2022-02-06 12:00:00,,,,69.00,
2022-02-06 13:00:00,,,,74.00,
2022-02-06 14:00:00,,,,78.00,
2022-02-06 15:00:00,,,,82.00,
2022-02-06 16:00:00,,,,80.00,
2022-02-06 17:00:00,,,,38.00,
2022-02-06 18:00:00,,,,53.00,
2022-02-06 19:00:00,,,,50.00,
2022-02-06 20:00:00,,,,46.00,
2022-02-06 21:00:00,,,,51.00,
2022-02-06 22:00:00,,,,55.00,
2022-02-06 23:00:00,,,,39.00,
2022-02-07 00:00:00,,,,44.00,
2022-02-07 01:00:00,,,,34.00,
2022-02-07 02:00:00,,,,37.00,
2022-02-07 03:00:00,,,,35.00,
2022-02-07 04:00:00,,,,42.00,
2022-02-07 05:00:00,,,,44.00,
2022-02-07 06:00:00,,,,43.00,
2022-02-07 07:00:00,,,,46.00,
2022-02-07 08:00:00,,,,58.00,
2022-02-07 09:00:00,,,,59.00,
2022-02-07 10:00:00,,,,63.00,
2022-02-07 11:00:00,,,,73.00,
2022-02-07 12:00:00,,,,75.00,
2022-02-07 13:00:00,,,,78.00,
2022-02-07 14:00:00,,,,75.00,
2022-02-07 15:00:00,,,,68.00,
2022-02-07 16:00:00,,,,50.00,
2022-02-07 17:00:00,,,,38.00,
2022-02-07 18:00:00,,,,50.00,
2022-02-07 19:00:00,,,,48.00,
2022-02-07 20:00:00,,,,54.00,
2022-02-07 21:00:00,,,,54.00,
2022-02-07 22:00:00,,,,59.00,
2022-02-07 23:00:00,,,,62.00,
