UTC,S31 Heat demand (%),S32 Heat demand (%),S41 Heat demand (%),Outside temp (0.1 °C),Building Semtex OFFICE (kWh)
1/2/2021 17:00, 0.000268862100 , 0.000195376200 , 0.000149304500 , 34.00 , 41.61 
1/2/2021 18:00, 0.000261197300 , 0.000189208500 , 0.000123995700 , 33.00 , 38.54 
1/2/2021 19:00, 0.000243993000 , 0.000184934400 , 0.000116966000 , 32.00 , 35.09 
1/2/2021 20:00, 0.000227103900 , 0.000180398000 , 0.000114733700 , 31.00 , 36.38 
1/2/2021 21:00, 0.000199015200 , 0.000174938200 , 0.000119510100 , 31.00 , 32.12 
1/2/2021 22:00, 0.000170772900 , 0.000163578300 , 0.000130100700 , 32.00 , 31.59 
1/2/2021 23:00, 0.000173788000 , 0.000161742400 , 0.000153082200 , 30.00 , 32.89 
1/3/2021 0:00, 0.000164636600 , 0.000161989200 , 0.000233596500 , 28.00 , 37.84 
1/3/2021 1:00, 0.000163948500 , 0.000163541600 , 0.000317542200 , 27.00 , 42.04 
1/3/2021 2:00, 0.000177575900 , 0.000166829700 , 0.000378126400 , 27.00 , 45.98 
1/3/2021 3:00, 0.000198617300 , 0.000174519000 , 0.000373791400 , 27.00 , 50.15 
1/3/2021 4:00, 0.000211232800 , 0.000190236200 , 0.000347568700 , 26.00 , 52.12 
1/3/2021 5:00, 0.000220604700 , 0.000202217500 , 0.000323084200 , 25.00 , 48.27 
1/3/2021 6:00, 0.000226063600 , 0.000216132400 , 0.000301224000 , 27.00 , 50.80 
1/3/2021 7:00, 0.000233458600 , 0.000223910700 , 0.000280000400 , 28.00 , 48.05 
1/3/2021 8:00, 0.000231847400 , 0.000217615600 , 0.000268627200 , 31.00 , 47.85 
1/3/2021 9:00, 0.000229215900 , 0.000206833600 , 0.000270293700 , 32.00 , 49.19 
1/3/2021 10:00, 0.000230773100 , 0.000198316200 , 0.000282543800 , 34.00 , 48.73 
1/3/2021 11:00, 0.000225267800 , 0.000189870700 , 0.000295380600 , 36.00 , 49.10 
1/3/2021 12:00, 0.000225974800 , 0.000181508700 , 0.000298867000 , 35.00 , 46.28 
1/3/2021 13:00, 0.000231188500 , 0.000179164200 , 0.000291565400 , 34.00 , 46.78 
1/3/2021 14:00, 0.000229680700 , 0.000179852100 , 0.000278709700 , 34.00 , 46.06 
1/3/2021 15:00, 0.000233707800 , 0.000185725300 , 0.000248885400 , 33.00 , 43.46 
1/3/2021 16:00, 0.000237852400 , 0.000192403300 , 0.000188514800 , 34.00 , 42.27 
1/3/2021 17:00, 0.000228660300 , 0.000188328800 , 0.000135371200 , 32.00 , 35.16 
1/3/2021 18:00, 0.000222932200 , 0.000186328200 , 0.000113889700 , 31.00 , 35.89 
1/3/2021 19:00, 0.000212813200 , 0.000184066100 , 0.000109784800 , 29.00 , 34.93 
1/3/2021 20:00, 0.000192601700 , 0.000176324100 , 0.000111893500 , 28.00 , 33.18 
1/3/2021 21:00, 0.000168435900 , 0.000169891200 , 0.000117739700 , 26.00 , 30.13 
1/3/2021 22:00, 0.000153367300 , 0.000164168900 , 0.000138603900 , 25.00 , 31.41 
1/3/2021 23:00, 0.000152819500 , 0.000171386400 , 0.000193218000 , 27.00 , 33.90 
1/4/2021 0:00, 0.000161350800 , 0.000169059400 , 0.000327741500 , 27.00 , 44.33 
1/4/2021 1:00, 0.000198967500 , 0.000176405000 , 0.000365255200 , 23.00 , 49.60 
1/4/2021 2:00, 0.000207589800 , 0.000184976700 , 0.000340895300 , 23.00 , 51.08 
1/4/2021 3:00, 0.000210110800 , 0.000214002700 , 0.000314232900 , 22.00 , 47.50 
1/4/2021 4:00, 0.000252179200 , 0.000265037700 , 0.000290811500 , 22.00 , 53.98 
1/4/2021 5:00, 0.000303558800 , 0.000304931300 , 0.000278102600 , 23.00 , 61.09 
1/4/2021 6:00, 0.000333941600 , 0.000340595000 , 0.000270500700 , 24.00 , 65.23 
1/4/2021 7:00, 0.000355748600 , 0.000357505600 , 0.000261714600 , 24.00 , 62.66 
1/4/2021 8:00, 0.000342966800 , 0.000342198300 , 0.000256671900 , 25.00 , 61.46 
1/4/2021 9:00, 0.000330121400 , 0.000321836700 , 0.000267598300 , 25.00 , 58.81 
1/4/2021 10:00, 0.000319276400 , 0.000304253200 , 0.000302157600 , 28.00 , 58.66 
1/4/2021 11:00, 0.000302385000 , 0.000283416300 , 0.000326513700 , 31.00 , 59.17 
1/4/2021 12:00, 0.000302347200 , 0.000278338800 , 0.000324763200 , 31.00 , 61.62 
1/4/2021 13:00, 0.000299734100 , 0.000268641600 , 0.000316403400 , 29.00 , 61.92 
1/4/2021 14:00, 0.000288646100 , 0.000258914200 , 0.000298737500 , 32.00 , 54.02 
1/4/2021 15:00, 0.000283129000 , 0.000244738300 , 0.000259952200 , 31.00 , 50.82 
1/4/2021 16:00, 0.000270031200 , 0.000226129100 , 0.000190980200 , 29.00 , 48.03 
1/4/2021 17:00, 0.000241965700 , 0.000212445300 , 0.000137013400 , 28.00 , 38.11 
1/4/2021 18:00, 0.000223250500 , 0.000206045100 , 0.000114512300 , 27.00 , 37.84 
1/4/2021 19:00, 0.000210958200 , 0.000198990600 , 0.000110846300 , 24.00 , 35.35 
1/4/2021 20:00, 0.000189759400 , 0.000185391400 , 0.000113020100 , 23.00 , 34.16 
1/4/2021 21:00, 0.000161609800 , 0.000175559400 , 0.000119403800 , 22.00 , 31.95 
1/4/2021 22:00, 0.000148340700 , 0.000167852100 , 0.000139532700 , 20.00 , 29.73 
1/4/2021 23:00, 0.000148060100 , 0.000170254300 , 0.000195931400 , 19.00 , 33.47 
1/5/2021 0:00, 0.000158851100 , 0.000173781000 , 0.000328129900 , 20.00 , 43.48 
1/5/2021 1:00, 0.000190441100 , 0.000179419100 , 0.000365690000 , 21.00 , 48.94 
1/5/2021 2:00, 0.000196185800 , 0.000187206700 , 0.000341343200 , 20.00 , 46.76 
1/5/2021 3:00, 0.000206106500 , 0.000209518400 , 0.000314680600 , 21.00 , 47.23 
1/5/2021 4:00, 0.000242261700 , 0.000249388300 , 0.000291219700 , 22.00 , 53.31 
1/5/2021 5:00, 0.000303950000 , 0.000305278100 , 0.000278563900 , 22.00 , 59.34 
1/5/2021 6:00, 0.000334364000 , 0.000340989500 , 0.000270983900 , 23.00 , 63.74 
1/5/2021 7:00, 0.000356228500 , 0.000357949400 , 0.000262088000 , 24.00 , 65.22 
1/5/2021 8:00, 0.000343427600 , 0.000342624200 , 0.000256955200 , 25.00 , 61.07 
1/5/2021 9:00, 0.000330559800 , 0.000322228000 , 0.000267888800 , 25.00 , 64.15 
1/5/2021 10:00, 0.000319745200 , 0.000304661300 , 0.000302509800 , 27.00 , 63.57 
1/5/2021 11:00, 0.000302852600 , 0.000283817200 , 0.000326903100 , 28.00 , 62.33 
1/5/2021 12:00, 0.000302732700 , 0.000278668600 , 0.000325133100 , 28.00 , 60.70 
1/5/2021 13:00, 0.000300073800 , 0.000268917300 , 0.000316749800 , 28.00 , 58.82 
1/5/2021 14:00, 0.000288980100 , 0.000259171200 , 0.000299104300 , 27.00 , 57.25 
1/5/2021 15:00, 0.000283481300 , 0.000244998000 , 0.000260246600 , 27.00 , 52.40 
1/5/2021 16:00, 0.000270386700 , 0.000226388000 , 0.000191177700 , 28.00 , 44.23 
1/5/2021 17:00, 0.000242264200 , 0.000212692800 , 0.000137191600 , 27.00 , 39.15 
1/5/2021 18:00, 0.000223522700 , 0.000206291800 , 0.000114686500 , 24.00 , 35.62 
1/5/2021 19:00, 0.000211254100 , 0.000199237300 , 0.000111026200 , 28.00 , 35.29 
1/5/2021 20:00, 0.000190009300 , 0.000185605900 , 0.000113214600 , 31.00 , 32.26 
1/5/2021 21:00, 0.000161838700 , 0.000175779500 , 0.000119616000 , 32.00 , 31.77 
1/5/2021 22:00, 0.000148586700 , 0.000168090600 , 0.000139770600 , 32.00 , 31.79 
1/5/2021 23:00, 0.000148313600 , 0.000170503700 , 0.000196216800 , 34.00 , 34.11 
1/6/2021 0:00, 0.000159120200 , 0.000174031600 , 0.000328496600 , 34.00 , 43.02 
1/6/2021 1:00, 0.000190736300 , 0.000179680400 , 0.000366098400 , 32.00 , 48.85 
1/6/2021 2:00, 0.000196491600 , 0.000187481900 , 0.000341763700 , 31.00 , 50.16 
1/6/2021 3:00, 0.000206440100 , 0.000209817700 , 0.000315101200 , 31.00 , 49.62 
1/6/2021 4:00, 0.000242620100 , 0.000249696700 , 0.000291601100 , 30.00 , 51.58 
1/6/2021 5:00, 0.000304319900 , 0.000305609400 , 0.000278997100 , 27.00 , 57.12 
1/6/2021 6:00, 0.000334760700 , 0.000341366800 , 0.000271437300 , 26.00 , 64.86 
1/6/2021 7:00, 0.000356682000 , 0.000358374400 , 0.000262431200 , 27.00 , 64.60 
1/6/2021 8:00, 0.000343862000 , 0.000343030400 , 0.000257210500 , 27.00 , 60.89 
1/6/2021 9:00, 0.000330970200 , 0.000322599000 , 0.000268150800 , 27.00 , 63.66 
1/6/2021 10:00, 0.000320184200 , 0.000305048500 , 0.000302832200 , 26.00 , 62.53 
1/6/2021 11:00, 0.000303289300 , 0.000284196600 , 0.000327261900 , 28.00 , 63.02 
1/6/2021 12:00, 0.000303087000 , 0.000278976300 , 0.000325475100 , 30.00 , 61.49 
1/6/2021 13:00, 0.000300383600 , 0.000269172100 , 0.000317071100 , 28.00 , 61.37 
1/6/2021 14:00, 0.000289284400 , 0.000259407600 , 0.000299445300 , 26.00 , 56.40 
1/6/2021 15:00, 0.000283804400 , 0.000245237600 , 0.000260522100 , 22.00 , 51.81 
1/6/2021 16:00, 0.000270714300 , 0.000226627800 , 0.000191358400 , 20.00 , 46.16 
1/6/2021 17:00, 0.000242538500 , 0.000212922400 , 0.000137357000 , 19.00 , 39.16 
1/6/2021 18:00, 0.000223771900 , 0.000206521900 , 0.000114849500 , 18.00 , 36.73 
1/6/2021 19:00, 0.000211527000 , 0.000199467600 , 0.000111194900 , 16.00 , 33.70 
1/6/2021 20:00, 0.000190240100 , 0.000185806500 , 0.000113397300 , 15.00 , 31.59 
1/6/2021 21:00, 0.000162047600 , 0.000175985200 , 0.000119815800 , 14.00 , 29.07 
1/6/2021 22:00, 0.000148814000 , 0.000168315400 , 0.000139994900 , 6.00 , 29.64 
1/6/2021 23:00, 0.000148548900 , 0.000170739000 , 0.000196486500 , 7.00 , 34.65 
1/7/2021 0:00, 0.000159370800 , 0.000174268200 , 0.000328842400 , 5.00 , 43.22 
1/7/2021 1:00, 0.000191013700 , 0.000179927600 , 0.000366481500 , 6.00 , 49.54 
1/7/2021 2:00, 0.000196779400 , 0.000187742900 , 0.000342157700 , 8.00 , 47.52 
1/7/2021 3:00, 0.000206755700 , 0.000210102400 , 0.000315495500 , 8.00 , 49.69 
1/7/2021 4:00, 0.000242960400 , 0.000249990400 , 0.000291956500 , 8.00 , 51.60 
1/7/2021 5:00, 0.000304669200 , 0.000305925600 , 0.000279402900 , 12.00 , 60.21 
1/7/2021 6:00, 0.000335132600 , 0.000341727500 , 0.000271861600 , 14.00 , 62.89 
1/7/2021 7:00, 0.000357110100 , 0.000358781100 , 0.000262745000 , 17.00 , 62.36 
1/7/2021 8:00, 0.000344270900 , 0.000343417400 , 0.000257438600 , 20.00 , 64.89 
1/7/2021 9:00, 0.000331353500 , 0.000322950400 , 0.000268385400 , 23.00 , 64.23 
1/7/2021 10:00, 0.000320594200 , 0.000305415000 , 0.000303125800 , 28.00 , 63.52 
1/7/2021 11:00, 0.000303695900 , 0.000284555100 , 0.000327590700 , 28.00 , 58.42 
1/7/2021 12:00, 0.000303411100 , 0.000279262700 , 0.000325789800 , 23.00 , 58.94 
1/7/2021 13:00, 0.000300664400 , 0.000269406500 , 0.000317367900 , 28.00 , 59.94 
1/7/2021 14:00, 0.000289560200 , 0.000259623800 , 0.000299761100 , 24.00 , 54.24 
1/7/2021 15:00, 0.000284099100 , 0.000245457500 , 0.000260779400 , 23.00 , 51.89 
1/7/2021 16:00, 0.000271014500 , 0.000226848700 , 0.000191523000 , 24.00 , 48.07 
1/7/2021 17:00, 0.000242789200 , 0.000213134400 , 0.000137510000 , 22.00 , 40.59 
1/7/2021 18:00, 0.000223998800 , 0.000206735600 , 0.000115001700 , 23.00 , 37.16 
1/7/2021 19:00, 0.000211777400 , 0.000199682100 , 0.000111352600 , 22.00 , 33.27 
1/7/2021 20:00, 0.000190452500 , 0.000185993900 , 0.000113568700 , 23.00 , 31.56 
1/7/2021 21:00, 0.000162237300 , 0.000176176900 , 0.000120003400 , 26.00 , 31.26 
1/7/2021 22:00, 0.000149023300 , 0.000168527000 , 0.000140206200 , 23.00 , 29.57 
1/7/2021 23:00, 0.000148766400 , 0.000170960700 , 0.000196741200 , 27.00 , 35.46 
1/8/2021 0:00, 0.000159603500 , 0.000174491400 , 0.000329358200 , 22.00 , 43.84 
1/8/2021 1:00, 0.000191274000 , 0.000180161400 , 0.000367394100 , 18.00 , 51.65 
1/8/2021 2:00, 0.000197049900 , 0.000187990300 , 0.000346461900 , 23.00 , 48.01 
1/8/2021 3:00, 0.000207053800 , 0.000210372900 , 0.000320021500 , 24.00 , 50.35 
1/8/2021 4:00, 0.000243283200 , 0.000250270000 , 0.000293226300 , 24.00 , 54.31 
1/8/2021 5:00, 0.000303409500 , 0.000293036300 , 0.000280476900 , 26.00 , 57.44 
1/8/2021 6:00, 0.000333879800 , 0.000331617900 , 0.000272860900 , 26.00 , 59.95 
1/8/2021 7:00, 0.000357535500 , 0.000346915300 , 0.000264527100 , 27.00 , 64.71 
1/8/2021 8:00, 0.000336713000 , 0.000331700000 , 0.000258175800 , 30.00 , 59.86 
1/8/2021 9:00, 0.000329121500 , 0.000311555400 , 0.000271788200 , 35.00 , 58.89 
1/8/2021 10:00, 0.000321486700 , 0.000294237000 , 0.000306004400 , 37.00 , 58.43 
1/8/2021 11:00, 0.000302160200 , 0.000273989300 , 0.000324489700 , 37.00 , 61.37 
1/8/2021 12:00, 0.000300139000 , 0.000266253600 , 0.000320539700 , 34.00 , 61.04 
1/8/2021 13:00, 0.000295506700 , 0.000250117400 , 0.000304671300 , 35.00 , 54.94 
1/8/2021 14:00, 0.000282479100 , 0.000236360000 , 0.000287793500 , 34.00 , 52.27 
1/8/2021 15:00, 0.000278254600 , 0.000228939600 , 0.000256034200 , 23.00 , 52.72 
1/8/2021 16:00, 0.000274667000 , 0.000219696300 , 0.000195358900 , 4.00 , 46.41 
1/8/2021 17:00, 0.000261294600 , 0.000208735700 , 0.000142447500 , -5.00 , 41.57 
1/8/2021 18:00, 0.000259995200 , 0.000202599800 , 0.000118796200 , -20.00 , 38.18 
1/8/2021 19:00, 0.000244777700 , 0.000194087400 , 0.000113297500 , -31.00 , 36.72 
1/8/2021 20:00, 0.000212236400 , 0.000180186200 , 0.000113382200 , -29.00 , 32.90 
1/8/2021 21:00, 0.000181917400 , 0.000171770200 , 0.000118163800 , -31.00 , 30.59 
1/8/2021 22:00, 0.000160848900 , 0.000164826000 , 0.000131526900 , -31.00 , 29.12 
1/8/2021 23:00, 0.000163095100 , 0.000163101500 , 0.000154626400 , -30.00 , 32.63 
1/9/2021 0:00, 0.000155302200 , 0.000166004000 , 0.000245756200 , -32.00 , 36.13 
1/9/2021 1:00, 0.000161049600 , 0.000169382800 , 0.000346145400 , -42.00 , 43.72 
1/9/2021 2:00, 0.000177380800 , 0.000174522200 , 0.000398350200 , -43.00 , 47.55 
1/9/2021 3:00, 0.000201282200 , 0.000185973400 , 0.000378309100 , -37.00 , 52.30 
1/9/2021 4:00, 0.000218537200 , 0.000204273200 , 0.000342353400 , -41.00 , 53.39 
1/9/2021 5:00, 0.000239886600 , 0.000218480900 , 0.000316629200 , -41.00 , 53.55 
1/9/2021 6:00, 0.000249164200 , 0.000234870400 , 0.000298734200 , -45.00 , 53.26 
1/9/2021 7:00, 0.000266179800 , 0.000244165600 , 0.000287510700 , -47.00 , 54.07 
1/9/2021 8:00, 0.000271154900 , 0.000239250000 , 0.000279724400 , -25.00 , 51.73 
1/9/2021 9:00, 0.000264587000 , 0.000225980300 , 0.000282291100 , -   , 53.48 
1/9/2021 10:00, 0.000256032400 , 0.000216538300 , 0.000298065600 , 20.00 , 51.37 
1/9/2021 11:00, 0.000248623300 , 0.000203000100 , 0.000307795400 , 39.00 , 52.98 
1/9/2021 12:00, 0.000247900500 , 0.000195357900 , 0.000301453500 , 49.00 , 50.26 
1/9/2021 13:00, 0.000251100900 , 0.000190448800 , 0.000288357100 , 54.00 , 47.70 
1/9/2021 14:00, 0.000254239100 , 0.000191163700 , 0.000274819900 , 39.00 , 49.82 
1/9/2021 15:00, 0.000260758600 , 0.000197618700 , 0.000248162300 , 7.00 , 48.61 
1/9/2021 16:00, 0.000270183200 , 0.000200647700 , 0.000199520700 , -13.00 , 44.63 
1/9/2021 17:00, 0.000270985800 , 0.000196872700 , 0.000150558000 , -5.00 , 41.76 
1/9/2021 18:00, 0.000263223000 , 0.000190709700 , 0.000125211300 , -18.00 , 39.97 
1/9/2021 19:00, 0.000246148000 , 0.000186457200 , 0.000118197700 , -27.00 , 35.30 
1/9/2021 20:00, 0.000228995800 , 0.000181777700 , 0.000116033500 , -29.00 , 35.56 
1/9/2021 21:00, 0.000200754700 , 0.000176384000 , 0.000120918100 , -32.00 , 32.13 
1/9/2021 22:00, 0.000172534700 , 0.000165131800 , 0.000131614600 , -38.00 , 32.36 
1/9/2021 23:00, 0.000175628400 , 0.000163339800 , 0.000154680200 , -30.00 , 31.48 
1/10/2021 0:00, 0.000166444200 , 0.000163572800 , 0.000235366700 , -27.00 , 38.41 
1/10/2021 1:00, 0.000165716500 , 0.000165171300 , 0.000319902800 , -30.00 , 43.11 
1/10/2021 2:00, 0.000179472700 , 0.000168524300 , 0.000381162700 , -20.00 , 49.30 
1/10/2021 3:00, 0.000200787200 , 0.000176276800 , 0.000376986700 , -28.00 , 52.23 
1/10/2021 4:00, 0.000213410400 , 0.000191887300 , 0.000350470200 , -30.00 , 51.25 
1/10/2021 5:00, 0.000222478100 , 0.000203718200 , 0.000326254100 , -12.00 , 50.35 
1/10/2021 6:00, 0.000227921900 , 0.000217792300 , 0.000304422300 , -7.00 , 49.52 
1/10/2021 7:00, 0.000235609700 , 0.000225829600 , 0.000282340400 , -5.00 , 48.81 
1/10/2021 8:00, 0.000233942300 , 0.000219459600 , 0.000270323500 , 1.00 , 47.65 
1/10/2021 9:00, 0.000231202800 , 0.000208494300 , 0.000271969900 , 9.00 , 49.78 
1/10/2021 10:00, 0.000233032700 , 0.000200145800 , 0.000284474100 , 26.00 , 45.95 
1/10/2021 11:00, 0.000227583700 , 0.000191730500 , 0.000297475300 , 34.00 , 48.99 
1/10/2021 12:00, 0.000227721600 , 0.000182842400 , 0.000300899700 , 44.00 , 47.13 
1/10/2021 13:00, 0.000232687900 , 0.000180186400 , 0.000293480500 , 47.00 , 49.43 
1/10/2021 14:00, 0.000231211300 , 0.000180820000 , 0.000280789800 , 31.00 , 47.00 
1/10/2021 15:00, 0.000235435900 , 0.000186858600 , 0.000250619200 , 11.00 , 43.63 
1/10/2021 16:00, 0.000239738600 , 0.000193720500 , 0.000189660000 , 6.00 , 43.00 
1/10/2021 17:00, 0.000230332600 , 0.000189650600 , 0.000136437800 , 10.00 , 38.77 
1/10/2021 18:00, 0.000224528800 , 0.000187692600 , 0.000114956600 , 11.00 , 35.85 
1/10/2021 19:00, 0.000214587600 , 0.000185469400 , 0.000110887700 , 5.00 , 33.24 
1/10/2021 20:00, 0.000194118500 , 0.000177579600 , 0.000113092000 , 7.00 , 32.74 
1/10/2021 21:00, 0.000169822400 , 0.000171201800 , 0.000119048400 , 6.00 , 31.00 
1/10/2021 22:00, 0.000154877400 , 0.000165631600 , 0.000140084300 , 8.00 , 30.71 
1/10/2021 23:00, 0.000154385400 , 0.000172954300 , 0.000194991300 , 9.00 , 33.44 
1/11/2021 0:00, 0.000163007400 , 0.000170596300 , 0.000329763300 , 9.00 , 46.11 
1/11/2021 1:00, 0.000200859900 , 0.000178028300 , 0.000367511800 , 9.00 , 48.03 
1/11/2021 2:00, 0.000209574100 , 0.000186701500 , 0.000343218100 , 12.00 , 46.99 
1/11/2021 3:00, 0.000212236300 , 0.000215937300 , 0.000316539700 , 14.00 , 48.11 
1/11/2021 4:00, 0.000254519900 , 0.000267114300 , 0.000292866900 , 16.00 , 56.07 
1/11/2021 5:00, 0.000305595100 , 0.000306761800 , 0.000280501700 , 18.00 , 57.49 
1/11/2021 6:00, 0.000336102200 , 0.000342668400 , 0.000273004800 , 20.00 , 61.88 
1/11/2021 7:00, 0.000358219300 , 0.000359843500 , 0.000263449200 , 20.00 , 62.22 
1/11/2021 8:00, 0.000345319000 , 0.000344408300 , 0.000257820600 , 22.00 , 61.56 
1/11/2021 9:00, 0.000332312400 , 0.000323824700 , 0.000268769500 , 26.00 , 64.69 
1/11/2021 10:00, 0.000321668100 , 0.000306364700 , 0.000303702200 , 33.00 , 60.72 
1/11/2021 11:00, 0.000304757000 , 0.000285485400 , 0.000328329700 , 36.00 , 60.56 
1/11/2021 12:00, 0.000304138800 , 0.000279909600 , 0.000326558000 , 42.00 , 62.51 
1/11/2021 13:00, 0.000301207000 , 0.000269854600 , 0.000318136800 , 46.00 , 60.16 
1/11/2021 14:00, 0.000290099400 , 0.000260011800 , 0.000300612800 , 46.00 , 58.33 
1/11/2021 15:00, 0.000284722800 , 0.000245876500 , 0.000261491800 , 46.00 , 54.22 
1/11/2021 16:00, 0.000271702100 , 0.000227316400 , 0.000191916000 , 46.00 , 46.04 
1/11/2021 17:00, 0.000243398700 , 0.000213610800 , 0.000137917100 , 55.00 , 40.59 
1/11/2021 18:00, 0.000224574000 , 0.000207241200 , 0.000115422200 , 58.00 , 35.12 
1/11/2021 19:00, 0.000212454600 , 0.000200218800 , 0.000111790700 , 57.00 , 36.60 
1/11/2021 20:00, 0.000191040100 , 0.000186461800 , 0.000114049300 , 55.00 , 34.23 
1/11/2021 21:00, 0.000162728000 , 0.000176651000 , 0.000120541700 , 57.00 , 31.05 
1/11/2021 22:00, 0.000149592200 , 0.000169086100 , 0.000140815200 , 59.00 , 29.35 
1/11/2021 23:00, 0.000149366700 , 0.000171557800 , 0.000197457900 , 61.00 , 36.18 
1/12/2021 0:00, 0.000160236600 , 0.000175090700 , 0.000329880600 , 63.00 , 44.11 
1/12/2021 1:00, 0.000191984700 , 0.000180800800 , 0.000367647200 , 66.00 , 48.98 
1/12/2021 2:00, 0.000197806700 , 0.000188683000 , 0.000343357700 , 68.00 , 50.35 
1/12/2021 3:00, 0.000207890800 , 0.000211133000 , 0.000316670600 , 71.00 , 49.93 
1/12/2021 4:00, 0.000244176900 , 0.000251034100 , 0.000292969200 , 77.00 , 50.82 
1/12/2021 5:00, 0.000305711500 , 0.000306865700 , 0.000280647200 , 80.00 , 61.16 
1/12/2021 6:00, 0.000336218300 , 0.000342780400 , 0.000273154100 , 83.00 , 64.27 
1/12/2021 7:00, 0.000358349100 , 0.000359970400 , 0.000263490600 , 78.00 , 63.49 
1/12/2021 8:00, 0.000345437200 , 0.000344519000 , 0.000257787000 , 75.00 , 60.20 
1/12/2021 9:00, 0.000332411400 , 0.000323912600 , 0.000268730300 , 72.00 , 59.26 
1/12/2021 10:00, 0.000321797400 , 0.000306474600 , 0.000303699400 , 68.00 , 59.76 
1/12/2021 11:00, 0.000304883600 , 0.000285593600 , 0.000328372600 , 63.00 , 61.61 
1/12/2021 12:00, 0.000304181900 , 0.000279948800 , 0.000326629800 , 66.00 , 59.26 
