UTC,S31 Heat demand (%),S32 Heat demand (%),S41 Heat demand (%),Outside temp (0.1 °C),Building Semtex OFFICE (kWh)
2021-01-03 11:00:00,0.0002252678,0.0001898707,0.0002953806, 36.00 ,49.1
2021-01-03 12:00:00,0.0002259748,0.0001815087,0.000298867, 35.00 ,46.28
2021-01-03 13:00:00,0.0002311885,0.0001791642,0.0002915654, 34.00 ,46.78
2021-01-03 14:00:00,0.0002296807,0.0001798521,0.0002787097, 34.00 ,46.06
2021-01-03 15:00:00,0.0002337078,0.0001857253,0.0002488854, 33.00 ,43.46
2021-01-03 16:00:00,0.0002378524,0.0001924033,0.0001885148, 34.00 ,42.27
2021-01-03 17:00:00,0.0002286603,0.0001883288,0.0001353712, 32.00 ,35.16
2021-01-03 18:00:00,0.0002229322,0.0001863282,0.0001138897, 31.00 ,35.89
2021-01-03 19:00:00,0.0002128132,0.0001840661,0.0001097848, 29.00 ,34.93
2021-01-03 20:00:00,0.0001926017,0.0001763241,0.0001118935, 28.00 ,33.18
2021-01-03 21:00:00,0.0001684359,0.0001698912,0.0001177397, 26.00 ,30.13
2021-01-03 22:00:00,0.0001533673,0.0001641689,0.0001386039, 25.00 ,31.41
2021-01-03 23:00:00,0.0001528195,0.0001713864,0.000193218, 27.00 ,33.9
2021-01-04 00:00:00,0.0001613508,0.0001690594,0.0003277415, 27.00 ,44.33
2021-01-04 01:00:00,0.0001989675,0.000176405,0.0003652552, 23.00 ,49.6
2021-01-04 02:00:00,0.0002075898,0.0001849767,0.0003408953, 23.00 ,51.08
2021-01-04 03:00:00,0.0002101108,0.0002140027,0.0003142329, 22.00 ,47.5
2021-01-04 04:00:00,0.0002521792,0.0002650377,0.0002908115, 22.00 ,53.98
2021-01-04 05:00:00,0.0003035588,0.0003049313,0.0002781026, 23.00 ,61.09
2021-01-04 06:00:00,0.0003339416,0.000340595,0.0002705007, 24.00 ,65.23
2021-01-04 07:00:00,0.0003557486,0.0003575056,0.0002617146, 24.00 ,62.66
2021-01-04 08:00:00,0.0003429668,0.0003421983,0.0002566719, 25.00 ,61.46
2021-01-04 09:00:00,0.0003301214,0.0003218367,0.0002675983, 25.00 ,58.81
2021-01-04 10:00:00,0.0003192764,0.0003042532,0.0003021576, 28.00 ,58.66
2021-01-04 11:00:00,0.000302385,0.0002834163,0.0003265137, 31.00 ,59.17
2021-01-04 12:00:00,0.0003023472,0.0002783388,0.0003247632, 31.00 ,61.62
2021-01-04 13:00:00,0.0002997341,0.0002686416,0.0003164034, 29.00 ,61.92
2021-01-04 14:00:00,0.0002886461,0.0002589142,0.0002987375, 32.00 ,54.02
2021-01-04 15:00:00,0.000283129,0.0002447383,0.0002599522, 31.00 ,50.82
2021-01-04 16:00:00,0.0002700312,0.0002261291,0.0001909802, 29.00 ,48.03
2021-01-04 17:00:00,0.0002419657,0.0002124453,0.0001370134, 28.00 ,38.11
2021-01-04 18:00:00,0.0002232505,0.0002060451,0.0001145123, 27.00 ,37.84
2021-01-04 19:00:00,0.0002109582,0.0001989906,0.0001108463, 24.00 ,35.35
2021-01-04 20:00:00,0.0001897594,0.0001853914,0.0001130201, 23.00 ,34.16
2021-01-04 21:00:00,0.0001616098,0.0001755594,0.0001194038, 22.00 ,31.95
2021-01-04 22:00:00,0.0001483407,0.0001678521,0.0001395327, 20.00 ,29.73
2021-01-04 23:00:00,0.0001480601,0.0001702543,0.0001959314, 19.00 ,33.47
2021-01-05 00:00:00,0.0001588511,0.000173781,0.0003281299, 20.00 ,43.48
2021-01-05 01:00:00,0.0001904411,0.0001794191,0.00036569, 21.00 ,48.94
2021-01-05 02:00:00,0.0001961858,0.0001872067,0.0003413432, 20.00 ,46.76
2021-01-05 03:00:00,0.0002061065,0.0002095184,0.0003146806, 21.00 ,47.23
2021-01-05 04:00:00,0.0002422617,0.0002493883,0.0002912197, 22.00 ,53.31
2021-01-05 05:00:00,0.00030395,0.0003052781,0.0002785639, 22.00 ,59.34
2021-01-05 06:00:00,0.000334364,0.0003409895,0.0002709839, 23.00 ,63.74
2021-01-05 07:00:00,0.0003562285,0.0003579494,0.000262088, 24.00 ,65.22
2021-01-05 08:00:00,0.0003434276,0.0003426242,0.0002569552, 25.00 ,61.07
2021-01-05 09:00:00,0.0003305598,0.000322228,0.0002678888, 25.00 ,64.15
2021-01-05 10:00:00,0.0003197452,0.0003046613,0.0003025098, 27.00 ,63.57
2021-01-05 11:00:00,0.0003028526,0.0002838172,0.0003269031, 28.00 ,62.33
2021-01-05 12:00:00,0.0003027327,0.0002786686,0.0003251331, 28.00 ,60.7
2021-01-05 13:00:00,0.0003000738,0.0002689173,0.0003167498, 28.00 ,58.82
2021-01-05 14:00:00,0.0002889801,0.0002591712,0.0002991043, 27.00 ,57.25
2021-01-05 15:00:00,0.0002834813,0.000244998,0.0002602466, 27.00 ,52.4
2021-01-05 16:00:00,0.0002703867,0.000226388,0.0001911777, 28.00 ,44.23
2021-01-05 17:00:00,0.0002422642,0.0002126928,0.0001371916, 27.00 ,39.15
2021-01-05 18:00:00,0.0002235227,0.0002062918,0.0001146865, 24.00 ,35.62
2021-01-05 19:00:00,0.0002112541,0.0001992373,0.0001110262, 28.00 ,35.29
2021-01-05 20:00:00,0.0001900093,0.0001856059,0.0001132146, 31.00 ,32.26
2021-01-05 21:00:00,0.0001618387,0.0001757795,0.000119616, 32.00 ,31.77
2021-01-05 22:00:00,0.0001485867,0.0001680906,0.0001397706, 32.00 ,31.79
2021-01-05 23:00:00,0.0001483136,0.0001705037,0.0001962168, 34.00 ,34.11
2021-01-06 00:00:00,0.0001591202,0.0001740316,0.0003284966, 34.00 ,43.02
2021-01-06 01:00:00,0.0001907363,0.0001796804,0.0003660984, 32.00 ,48.85
2021-01-06 02:00:00,0.0001964916,0.0001874819,0.0003417637, 31.00 ,50.16
2021-01-06 03:00:00,0.0002064401,0.0002098177,0.0003151012, 31.00 ,49.62
2021-01-06 04:00:00,0.0002426201,0.0002496967,0.0002916011, 30.00 ,51.58
2021-01-06 05:00:00,0.0003043199,0.0003056094,0.0002789971, 27.00 ,57.12
2021-01-06 06:00:00,0.0003347607,0.0003413668,0.0002714373, 26.00 ,64.86
2021-01-06 07:00:00,0.000356682,0.0003583744,0.0002624312, 27.00 ,64.6
2021-01-06 08:00:00,0.000343862,0.0003430304,0.0002572105, 27.00 ,60.89
2021-01-06 09:00:00,0.0003309702,0.000322599,0.0002681508, 27.00 ,63.66
2021-01-06 10:00:00,0.0003201842,0.0003050485,0.0003028322, 26.00 ,62.53
2021-01-06 11:00:00,0.0003032893,0.0002841966,0.0003272619, 28.00 ,63.02
2021-01-06 12:00:00,0.000303087,0.0002789763,0.0003254751, 30.00 ,61.49
2021-01-06 13:00:00,0.0003003836,0.0002691721,0.0003170711, 28.00 ,61.37
2021-01-06 14:00:00,0.0002892844,0.0002594076,0.0002994453, 26.00 ,56.4
2021-01-06 15:00:00,0.0002838044,0.0002452376,0.0002605221, 22.00 ,51.81
2021-01-06 16:00:00,0.0002707143,0.0002266278,0.0001913584, 20.00 ,46.16
2021-01-06 17:00:00,0.0002425385,0.0002129224,0.000137357, 19.00 ,39.16
2021-01-06 18:00:00,0.0002237719,0.0002065219,0.0001148495, 18.00 ,36.73
2021-01-06 19:00:00,0.000211527,0.0001994676,0.0001111949, 16.00 ,33.7
2021-01-06 20:00:00,0.0001902401,0.0001858065,0.0001133973, 15.00 ,31.59
2021-01-06 21:00:00,0.0001620476,0.0001759852,0.0001198158, 14.00 ,29.07
2021-01-06 22:00:00,0.000148814,0.0001683154,0.0001399949, 6.00 ,29.64
2021-01-06 23:00:00,0.0001485489,0.000170739,0.0001964865, 7.00 ,34.65
2021-01-07 00:00:00,0.0001593708,0.0001742682,0.0003288424, 5.00 ,43.22
2021-01-07 01:00:00,0.0001910137,0.0001799276,0.0003664815, 6.00 ,49.54
2021-01-07 02:00:00,0.0001967794,0.0001877429,0.0003421577, 8.00 ,47.52
2021-01-07 03:00:00,0.0002067557,0.0002101024,0.0003154955, 8.00 ,49.69
2021-01-07 04:00:00,0.0002429604,0.0002499904,0.0002919565, 8.00 ,51.6
2021-01-07 05:00:00,0.0003046692,0.0003059256,0.0002794029, 12.00 ,60.21
2021-01-07 06:00:00,0.0003351326,0.0003417275,0.0002718616, 14.00 ,62.89
2021-01-07 07:00:00,0.0003571101,0.0003587811,0.000262745, 17.00 ,62.36
2021-01-07 08:00:00,0.0003442709,0.0003434174,0.0002574386, 20.00 ,64.89
2021-01-07 09:00:00,0.0003313535,0.0003229504,0.0002683854, 23.00 ,64.23
2021-01-07 10:00:00,0.0003205942,0.000305415,0.0003031258, 28.00 ,63.52
2021-01-07 11:00:00,0.0003036959,0.0002845551,0.0003275907, 28.00 ,58.42
2021-01-07 12:00:00,0.0003034111,0.0002792627,0.0003257898, 23.00 ,58.94
2021-01-07 13:00:00,0.0003006644,0.0002694065,0.0003173679, 28.00 ,59.94
2021-01-07 14:00:00,0.0002895602,0.0002596238,0.0002997611, 24.00 ,54.24
2021-01-07 15:00:00,0.0002840991,0.0002454575,0.0002607794, 23.00 ,51.89
2021-01-07 16:00:00,0.0002710145,0.0002268487,0.000191523, 24.00 ,48.07
2021-01-07 17:00:00,0.0002427892,0.0002131344,0.00013751, 22.00 ,40.59
2021-01-07 18:00:00,0.0002239988,0.0002067356,0.0001150017, 23.00 ,37.16
2021-01-07 19:00:00,0.0002117774,0.0001996821,0.0001113526, 22.00 ,33.27
2021-01-07 20:00:00,0.0001904525,0.0001859939,0.0001135687, 23.00 ,31.56
2021-01-07 21:00:00,0.0001622373,0.0001761769,0.0001200034, 26.00 ,31.26
2021-01-07 22:00:00,0.0001490233,0.000168527,0.0001402062, 23.00 ,29.57
2021-01-07 23:00:00,0.0001487664,0.0001709607,0.0001967412, 27.00 ,35.46
2021-01-08 00:00:00,0.0001596035,0.0001744914,0.0003293582, 22.00 ,43.84
2021-01-08 01:00:00,0.000191274,0.0001801614,0.0003673941, 18.00 ,51.65
2021-01-08 02:00:00,0.0001970499,0.0001879903,0.0003464619, 23.00 ,48.01
2021-01-08 03:00:00,0.0002070538,0.0002103729,0.0003200215, 24.00 ,50.35
2021-01-08 04:00:00,0.0002432832,0.00025027,0.0002932263, 24.00 ,54.31
2021-01-08 05:00:00,0.0003034095,0.0002930363,0.0002804769, 26.00 ,57.44
2021-01-08 06:00:00,0.0003338798,0.0003316179,0.0002728609, 26.00 ,59.95
2021-01-08 07:00:00,0.0003575355,0.0003469153,0.0002645271, 27.00 ,64.71
2021-01-08 08:00:00,0.000336713,0.0003317,0.0002581758, 30.00 ,59.86
2021-01-08 09:00:00,0.0003291215,0.0003115554,0.0002717882, 35.00 ,58.89
2021-01-08 10:00:00,0.0003214867,0.000294237,0.0003060044, 37.00 ,58.43
2021-01-08 11:00:00,0.0003021602,0.0002739893,0.0003244897, 37.00 ,61.37
2021-01-08 12:00:00,0.000300139,0.0002662536,0.0003205397, 34.00 ,61.04
2021-01-08 13:00:00,0.0002955067,0.0002501174,0.0003046713, 35.00 ,54.94
2021-01-08 14:00:00,0.0002824791,0.00023636,0.0002877935, 34.00 ,52.27
2021-01-08 15:00:00,0.0002782546,0.0002289396,0.0002560342, 23.00 ,52.72
2021-01-08 16:00:00,0.000274667,0.0002196963,0.0001953589, 4.00 ,46.41
2021-01-08 17:00:00,0.0002612946,0.0002087357,0.0001424475, -5.00 ,41.57
2021-01-08 18:00:00,0.0002599952,0.0002025998,0.0001187962, -20.00 ,38.18
2021-01-08 19:00:00,0.0002447777,0.0001940874,0.0001132975, -31.00 ,36.72
2021-01-08 20:00:00,0.0002122364,0.0001801862,0.0001133822, -29.00 ,32.9
2021-01-08 21:00:00,0.0001819174,0.0001717702,0.0001181638, -31.00 ,30.59
2021-01-08 22:00:00,0.0001608489,0.000164826,0.0001315269, -31.00 ,29.12
2021-01-08 23:00:00,0.0001630951,0.0001631015,0.0001546264, -30.00 ,32.63
2021-01-09 00:00:00,0.0001553022,0.000166004,0.0002457562, -32.00 ,36.13
2021-01-09 01:00:00,0.0001610496,0.0001693828,0.0003461454, -42.00 ,43.72
2021-01-09 02:00:00,0.0001773808,0.0001745222,0.0003983502, -43.00 ,47.55
2021-01-09 03:00:00,0.0002012822,0.0001859734,0.0003783091, -37.00 ,52.3
2021-01-09 04:00:00,0.0002185372,0.0002042732,0.0003423534, -41.00 ,53.39
2021-01-09 05:00:00,0.0002398866,0.0002184809,0.0003166292, -41.00 ,53.55
2021-01-09 06:00:00,0.0002491642,0.0002348704,0.0002987342, -45.00 ,53.26
2021-01-09 07:00:00,0.0002661798,0.0002441656,0.0002875107, -47.00 ,54.07
2021-01-09 08:00:00,0.0002711549,0.00023925,0.0002797244, -25.00 ,51.73
2021-01-09 09:00:00,0.000264587,0.0002259803,0.0002822911, -   ,53.48
2021-01-09 10:00:00,0.0002560324,0.0002165383,0.0002980656, 20.00 ,51.37
2021-01-09 11:00:00,0.0002486233,0.0002030001,0.0003077954, 39.00 ,52.98
2021-01-09 12:00:00,0.0002479005,0.0001953579,0.0003014535, 49.00 ,50.26
2021-01-09 13:00:00,0.0002511009,0.0001904488,0.0002883571, 54.00 ,47.7
2021-01-09 14:00:00,0.0002542391,0.0001911637,0.0002748199, 39.00 ,49.82
2021-01-09 15:00:00,0.0002607586,0.0001976187,0.0002481623, 7.00 ,48.61
2021-01-09 16:00:00,0.0002701832,0.0002006477,0.0001995207, -13.00 ,44.63
2021-01-09 17:00:00,0.0002709858,0.0001968727,0.000150558, -5.00 ,41.76
2021-01-09 18:00:00,0.000263223,0.0001907097,0.0001252113, -18.00 ,39.97
2021-01-09 19:00:00,0.000246148,0.0001864572,0.0001181977, -27.00 ,35.3
2021-01-09 20:00:00,0.0002289958,0.0001817777,0.0001160335, -29.00 ,35.56
2021-01-09 21:00:00,0.0002007547,0.000176384,0.0001209181, -32.00 ,32.13
2021-01-09 22:00:00,0.0001725347,0.0001651318,0.0001316146, -38.00 ,32.36
2021-01-09 23:00:00,0.0001756284,0.0001633398,0.0001546802, -30.00 ,31.48
2021-01-10 00:00:00,0.0001664442,0.0001635728,0.0002353667, -27.00 ,38.41
2021-01-10 01:00:00,0.0001657165,0.0001651713,0.0003199028, -30.00 ,43.11
2021-01-10 02:00:00,0.0001794727,0.0001685243,0.0003811627, -20.00 ,49.3
2021-01-10 03:00:00,0.0002007872,0.0001762768,0.0003769867, -28.00 ,52.23
2021-01-10 04:00:00,0.0002134104,0.0001918873,0.0003504702, -30.00 ,51.25
2021-01-10 05:00:00,0.0002224781,0.0002037182,0.0003262541, -12.00 ,50.35
2021-01-10 06:00:00,0.0002279219,0.0002177923,0.0003044223, -7.00 ,49.52
2021-01-10 07:00:00,0.0002356097,0.0002258296,0.0002823404, -5.00 ,48.81
2021-01-10 08:00:00,0.0002339423,0.0002194596,0.0002703235, 1.00 ,47.65
2021-01-10 09:00:00,0.0002312028,0.0002084943,0.0002719699, 9.00 ,49.78
2021-01-10 10:00:00,0.0002330327,0.0002001458,0.0002844741, 26.00 ,45.95
2021-01-10 11:00:00,0.0002275837,0.0001917305,0.0002974753, 34.00 ,48.99
2021-01-10 12:00:00,0.0002277216,0.0001828424,0.0003008997, 44.00 ,47.13
2021-01-10 13:00:00,0.0002326879,0.0001801864,0.0002934805, 47.00 ,49.43
2021-01-10 14:00:00,0.0002312113,0.00018082,0.0002807898, 31.00 ,47.0
2021-01-10 15:00:00,0.0002354359,0.0001868586,0.0002506192, 11.00 ,43.63
2021-01-10 16:00:00,0.0002397386,0.0001937205,0.00018966, 6.00 ,43.0
2021-01-10 17:00:00,0.0002303326,0.0001896506,0.0001364378, 10.00 ,38.77
2021-01-10 18:00:00,0.0002245288,0.0001876926,0.0001149566, 11.00 ,35.85
2021-01-10 19:00:00,0.0002145876,0.0001854694,0.0001108877, 5.00 ,33.24
2021-01-10 20:00:00,0.0001941185,0.0001775796,0.000113092, 7.00 ,32.74
2021-01-10 21:00:00,0.0001698224,0.0001712018,0.0001190484, 6.00 ,31.0
2021-01-10 22:00:00,0.0001548774,0.0001656316,0.0001400843, 8.00 ,30.71
2021-01-10 23:00:00,0.0001543854,0.0001729543,0.0001949913, 9.00 ,33.44
2021-01-11 00:00:00,0.0001630074,0.0001705963,0.0003297633, 9.00 ,46.11
2021-01-11 01:00:00,0.0002008599,0.0001780283,0.0003675118, 9.00 ,48.03
2021-01-11 02:00:00,0.0002095741,0.0001867015,0.0003432181, 12.00 ,46.99
2021-01-11 03:00:00,0.0002122363,0.0002159373,0.0003165397, 14.00 ,48.11
2021-01-11 04:00:00,0.0002545199,0.0002671143,0.0002928669, 16.00 ,56.07
2021-01-11 05:00:00,0.0003055951,0.0003067618,0.0002805017, 18.00 ,57.49
2021-01-11 06:00:00,0.0003361022,0.0003426684,0.0002730048, 20.00 ,61.88
2021-01-11 07:00:00,0.0003582193,0.0003598435,0.0002634492, 20.00 ,62.22
2021-01-11 08:00:00,0.000345319,0.0003444083,0.0002578206, 22.00 ,61.56
2021-01-11 09:00:00,0.0003323124,0.0003238247,0.0002687695, 26.00 ,64.69
2021-01-11 10:00:00,0.0003216681,0.0003063647,0.0003037022, 33.00 ,60.72
2021-01-11 11:00:00,0.000304757,0.0002854854,0.0003283297, 36.00 ,60.56
2021-01-11 12:00:00,0.0003041388,0.0002799096,0.000326558, 42.00 ,62.51
2021-01-11 13:00:00,0.000301207,0.0002698546,0.0003181368, 46.00 ,60.16
2021-01-11 14:00:00,0.0002900994,0.0002600118,0.0003006128, 46.00 ,58.33
2021-01-11 15:00:00,0.0002847228,0.0002458765,0.0002614918, 46.00 ,54.22
2021-01-11 16:00:00,0.0002717021,0.0002273164,0.000191916, 46.00 ,46.04
2021-01-11 17:00:00,0.0002433987,0.0002136108,0.0001379171, 55.00 ,40.59
2021-01-11 18:00:00,0.000224574,0.0002072412,0.0001154222, 58.00 ,35.12
2021-01-11 19:00:00,0.0002124546,0.0002002188,0.0001117907, 57.00 ,36.6
2021-01-11 20:00:00,0.0001910401,0.0001864618,0.0001140493, 55.00 ,34.23
2021-01-11 21:00:00,0.000162728,0.000176651,0.0001205417, 57.00 ,31.05
2021-01-11 22:00:00,0.0001495922,0.0001690861,0.0001408152, 59.00 ,29.35
2021-01-11 23:00:00,0.0001493667,0.0001715578,0.0001974579, 61.00 ,36.18
2021-01-12 00:00:00,0.0001602366,0.0001750907,0.0003298806, 63.00 ,44.11
2021-01-12 01:00:00,0.0001919847,0.0001808008,0.0003676472, 66.00 ,48.98
2021-01-12 02:00:00,0.0001978067,0.000188683,0.0003433577, 68.00 ,50.35
2021-01-12 03:00:00,0.0002078908,0.000211133,0.0003166706, 71.00 ,49.93
2021-01-12 04:00:00,0.0002441769,0.0002510341,0.0002929692, 77.00 ,50.82
2021-01-12 05:00:00,0.0003057115,0.0003068657,0.0002806472, 80.00 ,61.16
2021-01-12 06:00:00,0.0003362183,0.0003427804,0.0002731541, 83.00 ,64.27
2021-01-12 07:00:00,0.0003583491,0.0003599704,0.0002634906, 78.00 ,63.49
2021-01-12 08:00:00,0.0003454372,0.000344519,0.000257787, 75.00 ,60.2
2021-01-12 09:00:00,0.0003324114,0.0003239126,0.0002687303, 72.00 ,59.26
2021-01-12 10:00:00,0.0003217974,0.0003064746,0.0003036994, 68.00 ,59.76
2021-01-12 11:00:00,0.0003048836,0.0002855936,0.0003283726, 63.00 ,61.61
2021-01-12 12:00:00,0.0003041819,0.0002799488,0.0003266298, 66.00 ,59.26
2021-01-12 13:00:00,0.0003012012,0.0002698467,0.0003182268, 64.00 ,61.11
2021-01-12 14:00:00,0.0002900968,0.0002599919,0.0003007245, 53.00 ,56.78
2021-01-12 15:00:00,0.0002847427,0.0002458679,0.0002615925, 40.00 ,51.43
2021-01-12 16:00:00,0.0002717479,0.0002273307,0.0001919502, 40.00 ,47.38
2021-01-12 17:00:00,0.0002434548,0.0002136382,0.0001379691, 33.00 ,40.78
2021-01-12 18:00:00,0.0002246369,0.0002072814,0.0001154815, 20.00 ,34.68
2021-01-12 19:00:00,0.0002125444,0.0002002739,0.0001118533, 9.00 ,35.81
2021-01-12 20:00:00,0.0001911235,0.00018651,0.0001141195, -12.00 ,31.45
2021-01-12 21:00:00,0.0001627861,0.0001766981,0.0001206248, -3.00 ,31.72
2021-01-12 22:00:00,0.0001496694,0.0001691556,0.00014091, -5.00 ,30.14
2021-01-12 23:00:00,0.0001494513,0.0001716363,0.0001975635, 1.00 ,33.3
2021-01-13 00:00:00,0.0001603225,0.0001751688,0.0003299801, 6.00 ,44.7
2021-01-13 01:00:00,0.0001920819,0.0001808884,0.0003677609, 5.00 ,48.69
2021-01-13 02:00:00,0.0001979168,0.0001887837,0.0003434748, 13.00 ,49.39
2021-01-13 03:00:00,0.0002080135,0.0002112444,0.0003167789, 17.00 ,49.47
2021-01-13 04:00:00,0.0002443032,0.0002511385,0.0002930487, 21.00 ,51.31
2021-01-13 05:00:00,0.0003058105,0.0003069571,0.0002807676, 19.00 ,61.09
2021-01-13 06:00:00,0.0003363134,0.0003428786,0.0002732768, 16.00 ,63.83
2021-01-13 07:00:00,0.0003584574,0.000360082,0.0002635064, 17.00 ,64.78
2021-01-13 08:00:00,0.0003455338,0.0003446135,0.0002577305, 19.00 ,64.27
2021-01-13 09:00:00,0.0003324869,0.0003239833,0.0002686677, 28.00 ,62.32
2021-01-13 10:00:00,0.0003219005,0.0003065659,0.0003036707, 41.00 ,59.43
2021-01-13 11:00:00,0.0003049832,0.0002856829,0.0003283881, 52.00 ,58.29
2021-01-13 12:00:00,0.0003041991,0.0002799694,0.0003266771, 53.00 ,57.94
2021-01-13 13:00:00,0.000301171,0.0002698216,0.0003182953, 50.00 ,59.3
2021-01-13 14:00:00,0.0002900698,0.0002599549,0.0003008133, 47.00 ,56.71
2021-01-13 15:00:00,0.0002847375,0.000245842,0.0002616774, 40.00 ,54.42
2021-01-13 16:00:00,0.000271769,0.0002273279,0.0001919712, 34.00 ,48.06
2021-01-13 17:00:00,0.0002434901,0.0002136496,0.0001380107, 31.00 ,40.32
2021-01-13 18:00:00,0.00022468,0.0002073068,0.0001155316, 33.00 ,35.4
2021-01-13 19:00:00,0.0002126136,0.0002003147,0.0001119065, 38.00 ,34.72
2021-01-13 20:00:00,0.0001911909,0.0001865468,0.0001141802, 35.00 ,34.22
2021-01-13 21:00:00,0.0001628279,0.0001767335,0.0001206976, 40.00 ,31.31
